source,target,edge_type,confidence,timestamp,source_year,target_year,source_major,target_major
S141,S169,answer_distribution,0.2993383819384816,2026-08-31 21:49:50.118279,3,3,CS,BIO
S141,S010,essay_sharing,0.5848127039932728,2026-07-06 21:49:50.118409,3,1,CS,BIO
S150,S136,essay_sharing,0.7748438513183974,2026-06-16 21:49:50.122892,2,1,CHEM,BIO
S153,S013,answer_distribution,0.16936840841334677,2026-08-28 21:49:50.116355,1,1,PHYS,ENG
S156,S161,code_copying,0.5351337863837893,2026-08-25 21:49:50.121637,1,3,ENG,PHYS
S156,S191,code_copying,0.42880269770516405,2026-08-15 21:49:50.121753,1,1,ENG,ENG
S156,S038,exam_sharing,0.5534060407156776,2026-08-23 21:49:50.131120,1,3,ENG,MATH
S156,S102,code_copying,0.8547654457333932,2026-08-17 21:49:50.131237,1,3,ENG,PHYS
S156,S020,answer_distribution,0.33376474585371074,2026-06-30 21:49:50.131353,1,1,ENG,MATH
S156,S001,answer_distribution,0.5741596939979156,2026-06-18 21:49:50.131467,1,2,ENG,BIO
S156,S158,answer_distribution,0.4807345169551561,2026-07-31 21:49:50.136587,1,3,ENG,BIO
S157,S070,code_copying,0.5408761706311422,2026-08-24 21:49:50.110828,3,1,CS,BIO
S157,S052,essay_sharing,0.17942457164064682,2026-08-18 21:49:50.110948,3,1,CS,CHEM
S158,S024,exam_sharing,0.35159668186345205,2026-09-04 21:49:50.115257,3,2,BIO,CHEM
S161,S170,exam_sharing,0.5691075727377917,2026-07-16 21:49:50.121402,3,1,PHYS,ENG
S165,S068,code_copying,0.3606814453669037,2026-08-17 21:49:50.134361,4,3,CHEM,PHYS
S167,S137,code_copying,0.21929578157058174,2026-07-26 21:49:50.140046,3,2,PHYS,CS
S169,S141,answer_distribution,0.43501469241431556,2026-07-05 21:49:50.116793,3,3,BIO,CS
S170,S048,answer_distribution,0.5803448724798592,2026-07-26 21:49:50.121131,1,2,ENG,MATH
S181,S005,exam_sharing,0.5787066142448368,2026-08-27 21:49:50.119093,4,2,PHYS,BIO
S181,S169,exam_sharing,0.6588057675331738,2026-06-13 21:49:50.119214,4,3,PHYS,BIO
S181,S010,exam_sharing,0.6720582161074776,2026-08-03 21:49:50.119327,4,1,PHYS,BIO
S182,S018,essay_sharing,0.49404334091704516,2026-07-11 21:49:50.140605,3,3,ENG,PHYS
S187,S125,exam_sharing,0.22754716471741798,2026-06-16 21:49:50.123831,4,4,PHYS,BIO
S191,S170,essay_sharing,0.7131858529103655,2026-08-02 21:49:50.122224,1,1,ENG,ENG
S194,S172,essay_sharing,0.45361541340235617,2026-08-23 21:49:50.141579,3,1,CHEM,MATH
S199,S122,essay_sharing,0.22500215104515633,2026-07-01 21:49:50.130480,2,3,CS,ENG
S199,S106,code_copying,0.63231445291644,2026-06-10 21:49:50.130597,2,1,CS,PHYS
S199,S041,answer_distribution,0.8454952066279521,2026-08-25 21:49:50.130712,2,1,CS,CS
