design_type,efficacy_score,student_engagement,learning_outcome,ai_detection_rate,student_satisfaction,implementation_cost,faculty_workload,class_size,subject
Peer-Review,0.44244702974013433,0.4808317820418195,0.5960028018019351,0.5827274297709459,0.5206665557952261,Low,Low,162,Humanities
Peer-Review,0.8130854794788398,0.8728245427596908,0.7190207031026946,0.7013189595486763,0.782002247524628,High,High,23,Social Sciences
Peer-Review,0.5017193002771669,0.40128450408609534,0.8007618589613206,0.746966077979447,0.764540810725882,High,Low,108,Humanities
Peer-Review,0.40136109792260766,0.5765987120609027,0.6807177774463872,0.6988823679498316,0.5578814390058139,Medium,Low,147,Social Sciences
Peer-Review,0.5368974248283747,0.5523613455990432,0.7880576958369337,0.16545231196189536,0.5343216391232228,High,Low,48,Social Sciences
Peer-Review,0.5349325846748293,0.41316142545822576,0.6313988110610061,0.6550576261410738,0.7953856796271477,Medium,High,89,Humanities
Peer-Review,0.43481737685548694,0.5031018602263396,0.722977596033378,0.8598227801685518,0.822734501920935,High,Low,136,Social Sciences
Peer-Review,0.7315086920867421,0.8046368215285996,0.690195345923948,0.36947660261487203,0.6535630718098764,Medium,Low,119,Humanities
Peer-Review,0.4444896296164084,0.6193748547815324,0.7100478840319415,0.5283806102671214,0.4111689854208376,Medium,Low,185,Social Sciences
Peer-Review,0.450884902230021,0.5997511711341863,0.6738732616121664,0.2951453749877696,0.6140154914407835,High,Low,185,Humanities
Peer-Review,0.5344869442519887,0.5493892136722848,0.5127253528878256,0.3066315452756617,0.7381353692844491,Medium,High,125,STEM
Peer-Review,0.39742522025035587,0.5108059598869722,0.45007208192345394,0.5756221665553054,0.6877019195525148,Medium,Medium,29,STEM
Peer-Review,0.5521036483396518,0.7444192975901788,0.6403794966494515,0.24439925619186065,0.7325473608418914,Low,Low,15,Humanities
Peer-Review,0.4379387311245117,0.6000203544967344,0.7297204975256318,0.4810614818627794,0.5009514166121467,Medium,Low,183,STEM
Peer-Review,0.2797744276795872,0.5127476918396291,0.625921697884112,0.6806174628670643,0.7411753569380686,Low,High,72,STEM
Peer-Review,0.4310647750081508,0.5753521072589014,0.7064987446493873,0.40894864722495117,0.5336475932280775,Medium,Low,68,Humanities
Peer-Review,0.4967931126253612,0.6877116174895838,0.7566252810397848,0.5061446943745854,1.199784418797716,High,High,75,Social Sciences
Peer-Review,0.469060544793954,0.6486568859461169,0.8568621266185316,0.41034952759910526,0.7579093162627819,Low,Low,183,Humanities
Peer-Review,0.5518504417026542,0.7958025851916514,0.8346386887070857,0.16041458161631594,0.6500638909802388,High,High,96,Humanities
Peer-Review,0.5829721550878033,0.6755486642681647,0.8419762402731845,0.029317540751500615,0.5798164414755236,Medium,High,96,STEM
Peer-Review,0.6076417044066266,0.6212863859647015,0.6924636616979994,0.25461283470610885,0.858191224416273,High,High,120,STEM
Peer-Review,0.5475963063218757,0.6128830093484133,0.8544281202279478,0.5232438440891051,0.6375398444315081,Low,High,70,STEM
Peer-Review,0.4917910289647329,0.6117599437763991,0.7328931224646825,0.165061812591212,0.9195703981751349,Low,Medium,128,Humanities
Peer-Review,0.6208680524157781,0.5968327352667567,0.7045700455921255,0.3256874776478304,0.48925437253125337,Medium,Medium,128,STEM
Multi-Stage,0.6343913812084848,0.5944594282838475,0.5566075644819288,0.3235614397430144,0.723428361890135,Medium,Medium,48,STEM
Multi-Stage,0.7963411034079698,0.6154401547087807,0.7047466186539452,0.6070260519422381,0.724582682195787,Low,Medium,86,STEM
Multi-Stage,0.7470408683179275,0.8674842940102214,0.7010844212848312,0.7049393193508762,0.3995731844790091,High,Medium,113,Social Sciences
Multi-Stage,0.7410662111030739,0.49793895356433193,0.8267090022626535,0.7722101708079583,0.45349783394576193,High,Low,144,Social Sciences
Multi-Stage,0.6475199142945931,0.4714633116831342,0.5848795230955692,0.5398452064268354,0.5576187741886142,Medium,Medium,125,STEM
Multi-Stage,0.7647788518307738,0.5142987740641608,0.6930365996784661,0.2579855981687651,0.6354687529931118,High,Low,171,Social Sciences
Multi-Stage,0.7952591268525585,0.5362780830149361,0.7197070452616074,0.6685631365453436,0.7112056233479638,High,Low,168,Social Sciences
Multi-Stage,0.7813238984673639,0.7290683485660904,0.6790894209027118,0.49041409755179166,0.4806659253915657,Medium,High,167,Social Sciences
Multi-Stage,0.6466092955546694,0.45496846423937004,0.8274276595833842,0.6073019972396685,0.6370376070230401,Medium,High,114,STEM
Multi-Stage,0.7969777907257858,0.662676462524986,0.8006196876784721,0.656479061321501,0.8133513260001269,High,Low,100,STEM
Multi-Stage,0.7008504342244575,0.6199485569436829,0.6338342143349862,0.21983747891207278,0.7619717558090736,Low,High,75,Social Sciences
Multi-Stage,0.9379214483627877,0.647183076316031,0.7217931673077016,0.5373413181251259,0.8326869026815781,Medium,Low,120,Social Sciences
Multi-Stage,0.7655234963091992,0.4899297782204204,0.85609891481607,0.8959380568208155,0.8058059126259246,High,Medium,180,STEM
Multi-Stage,0.7142642188682529,0.38363688306896765,0.6177892459813596,0.3220716605919196,0.3926939827084257,High,High,55,Social Sciences
Multi-Stage,0.7200479089928968,0.4517066025075194,0.6547997573778962,0.7718335135983978,0.5615473335820014,Low,High,141,STEM
Multi-Stage,0.5340780284568805,0.9054557153681468,0.8165801007166876,0.39548559492331736,0.7622383674393058,Medium,Medium,89,Humanities
Multi-Stage,0.6433066146970405,0.4111829809240599,0.7915838660790535,0.3323368927659349,0.6082567254847538,High,Low,119,STEM
Multi-Stage,0.8641517071478676,0.6835778970997576,0.7020388905630943,0.3993453619699101,0.5441493837835056,Medium,Low,61,Humanities
Multi-Stage,0.7812980462836441,0.7866050289287959,0.7493044064470545,0.255672914095761,0.5631134859991558,Medium,Low,136,Social Sciences
Multi-Stage,0.6560427476802339,0.5572813294933693,0.603329609356967,0.5722602229397322,0.2745571607163593,Low,High,172,STEM
Multi-Stage,0.8943707540562836,0.7930883993045236,0.7778795974583907,0.5310545581490798,0.3957402166388413,High,High,154,Social Sciences
Multi-Stage,0.6494334309256268,0.4166339136908463,0.5761644669451323,0.44883565513101054,0.5523613744753875,High,Low,105,Social Sciences
Multi-Stage,0.9538499437994254,0.6041028097234599,0.5356791872537303,0.2733567852127866,0.5087990021216174,Medium,High,75,Humanities
Multi-Stage,0.6355144367021145,0.6773681276136578,0.7146698849422408,0.5926077270539615,0.9530131478602595,High,High,172,Humanities
Multi-Stage,0.572080718715465,0.5027603164420732,0.6057250999824078,0.6774529581995136,0.6215939557972644,High,Medium,137,Social Sciences
Multi-Stage,0.6265913942539767,0.3966718635907066,0.746980640195233,0.12603044908202105,0.3529444800282306,High,Low,59,Social Sciences
Multi-Stage,0.7676779263996474,0.33995976054463506,0.7820804275970236,0.4497890530133731,0.3004387586163397,High,Low,146,Social Sciences
Multi-Stage,0.7413185948716539,0.47150992933982083,0.762510195195164,0.6303389945392008,0.5488099259476299,Medium,Low,46,STEM
Multi-Stage,0.8391483234347982,0.6162164567776034,0.6990549724987624,0.8009114239179502,0.5194878916526396,Medium,Low,171,STEM
Multi-Stage,0.6142941959591105,0.7273641489615401,0.7953881030434975,0.545157589740178,0.4931470643982804,Low,Medium,143,STEM
Scaffolded,0.6349783942171934,0.3801654150423833,0.6872784286403519,0.6667443363057265,0.6570694454220084,High,Low,94,Humanities
Scaffolded,0.6454157170213352,0.677664765382252,0.6352708872827866,0.6135519899380864,0.5335920588470308,Low,High,178,Humanities
Scaffolded,0.7234514364456671,0.39264919557477507,0.7387837534516208,0.5119516360449808,0.7502552150332743,Medium,Low,122,Humanities
Scaffolded,0.8491913601771627,0.7869603845742892,0.54121557369353,0.3388897703361492,0.8057154023950313,Medium,Low,123,Humanities
Scaffolded,0.7197535054679313,0.5430600449570572,0.6902274338451837,0.38496927396323866,0.7413703233080065,Low,High,147,Social Sciences
